pmid,sentence,label
17522786,INTRODUCTION: We describe the neurointensive care (NIC) management of a patient with severe cerebral swelling and raised intracranial pressure (ICP) after severe sodium valproic acid (VPA) intoxication.,1
998323,Lithium treatment was terminated in 1975 because of lithium intoxication with a diabetes insipidus-like syndrome.,1
3977377,Chronic photosensitivity associated with hydrochlorothiazide ingestion occurred in four patients.,1
4027888,It cannot be assumed that the development of a mediastinal mass or its persistence following chemotherapy is due to recurrent or residual disease.,0
12802933,"Several reports also demonstrated the efficacy of rituximab for the treatment of autoimmune cytopenia, especially for cold agglutinin disease.",0
3680913,Nicotinic acid-induced fulminant hepatic failure.,1
1348483,"A patient with Parkinson's disease, initially treated with bromocriptine and subsequently with cabergoline, developed progressive pleuropulmonary abnormalities during the latter therapy.",1
17956716,"This is known as a PSA ""bounce"" or ""bump."" Some patients experience a second transient rise in PSA levels after irradiation.",0
12614296,Treatment of refractory BK virus-associated nephropathy with cidofovir.,0
2316232,Symptomatic hypoglycemia secondary to a glipizide-trimethoprim/sulfamethoxazole drug interaction.,1
12222908,In one case the patient's reason for attendance was to obtain further supplies of analgesics.,0
16225183,SUBSEQUENT COURSE: The nephrosis resolved almost completely once the interferon was stopped and after immunosuppressive treatment.,1
15089764,Tailored therapy of adult acute leukaemia in Jehovah's Witnesses: unjustified reluctance to treat.,0
19270625,The aim of this article is to report weight loss in patients with schizophrenia after switching from olanzapine standard oral tablet (SOT) to olanzapine orally disintegrating tablets (ODT).,0
9624385,The cases reported in the literature are all secondary to dental or periodontal disease.,0
2373120,"We describe a preterm infant with severe idiopathic respiratory distress syndrome (iRDS, hyaline membrane disease) who needed artificial ventilation with high inspiratory pressure, high frequencies, 100% oxygen and developed a symptomatic patent ductus arteriosus (sPDA) in the course of the disease.",0
15813503,"Patients with metastatic disease to the bone marrow are at risk of significant hematologic toxicity, if they undergo myelotoxic chemotherapy.",0
15628319,Drug eruption caused by azathioprine: value of using the drug-induced lymphocytes stimulation test for diagnosis.,1
16637972,A 65-year-old man on warfarin therapy with a sudden spontaneous onset of sub-conjunctival haematoma associated with bloody tears was assessed in the clinic following a referral from an optometrist.,1
15338554,"Despite a hematologic response in all 3 patients, none of them achieved cytogenetic remission, and all progressed to blast crisis at 7 to 10 months of imatinib therapy.",1
9886213,"We describe a case of disseminated muscular cysticercosis followed by myositis (fever, diffuse myalgia, weakness of the lower limbs, and inflammatory reaction around dying cysticerci) induced by praziquantel therapy, an event not described previously.",1
10920796,Candida chorioamnionitis after serial therapeutic amniocenteses: a possible association.,0
17379581,"Catheter directed thrombolysis has been described as a treatment for large pulmonary emboli resistant to systemic therapy [Kelly P, Carroll N, Grant C, Barrett C, Kocka V.",0
11476690,METHODS: Case report.,0
20009143,"CD4 count was 326 +/- 124 cells/mL (range, 198-467) and all patients presented HIV viral load < 75 copes/mL.",0
11008259,This is the first report of non-convulsive status epilepticus provoked by tiagabine in adolescent patients.,1
2273298,A greater than 50% decrease in red cell transfusion requirement was observed in one patient with RA and one patient with AA.,0
19844714,"Protocols that successfully incorporate platinum agents, despite a platinum hypersensitivity, are clinically relevant.",0
17260498,Patients receiving these agents are at risk of acute or subacute pulmonary damage.,0
12494253,Anaphylaxis to cisplatin is an infrequent life-threatening complication which may occur even in patients who have received prior treatment with cisplatin.,1
17364199,DISCUSSION: To our knowledge this is the first reported case of tuberculous uveitis following treatment with etanercept.,1
9988365,"Two case reports are presented: the first with clozapine challenge after eosinophilia, the second under clozapine treatment and no previous haematological side effects.",0
17464308,One patient received a total of four injections in the right eye and three injections in the left eye.,0
20412003,"Due to the increasing use of TMP-SMX in children, clinicians should be aware of this potentially life-threatening, immunemediated hypersensitivity reaction.",1
6292681,Severe neurotoxicity with methyl G: CALGB experience.,1
15991004,Occasionally missed doses may lead to pervasive non-adherence with relapse a likely outcome.,0
8651254,"It should be emphasized that the recurrence of nephrotic syndrome was observed after the following chemotherapy, including M-CSF, whereas the bone marrow still remained completely remitted.",1
16490518,This treatment has the potential to cause severe vision loss as a result of intractable corticosteroid-induced glaucoma.,1
10772434,Outpatient carboplatin desensitization in a pediatric patient with bilateral optic glioma.,0
15944830,Ophthalmologists should be aware of the ocular side effects of IFN therapy and carefully monitor patients for the possible occurrence of hypoalbuminemia and thrombocytopenia.,1
18661248,"Three weeks later, he developed an abrupt elevation of blood pressure (210/120 mmHg), with headaches, mental confusion, and generalized seizures.",0
1422497,We report four cases of encephalopathy coincident with elevated aluminum levels as well as one patient who developed seizures while receiving continuous bladder irrigations with alum.,1
19546604,"The immediate and short-term TKI side effects are well known, but the long-term side effects have not yet been clearly identified.",0
19461396,"Although controlled clinical trial data support use of clozapine in treatment-refractory schizophrenia, some patients cannot tolerate this agent or it may increase the risk of physical problems for some patients.",0
18703274,"Some aspects of DEM overlap with neuromyelitis optica (NMO), another demyelination disease of CNS that was for a long time regarded as part of the MS spectrum, until discovery of the aquaporin-4 antibodies, claimed to be specific for NMO.",0
17448102,"Sodium bicarbonate should be given early in the resuscitation, and re-administered as frequently as required, targeting an alkaline pH and improved cardiac output, while accepting hypernatraemia.",0
12944250,Discontinuation of these two antibiotics results in an immediate decline of the thrombocyte count to normal values within three weeks.,0
9651465,This illustrates a rare case of gastrointestinal adverse reaction to pancreatic enzymes that was treated successfully with desensitization.,0
16463436,Some patients develop hypersensitivity rash in response to HCQ.,1
